2025-04-03 13:03:41.231 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-vscode.vscode-selfhost-test-provider' wants API proposal 'attributableCoverage' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.231 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-toolsai.datawrangler' wants API proposal 'debugFocus' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.232 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-python.python' wants API proposal 'contribIssueReporter' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.232 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-python.debugpy' wants API proposal 'contribIssueReporter' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.232 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-azuretools.vscode-azure-github-copilot' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.232 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'ms-vscode.cpptools' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.232 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'vscjava.vscode-java-pack' wants API proposal 'lmTools' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.232 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'apidev.azure-api-center' wants API proposal 'chatParticipant' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.232 [warning] Via 'product.json#extensionEnabledApiProposals' extension 'apidev.azure-api-center' wants API proposal 'languageModels' but that proposal DOES NOT EXIST. Likely, the proposal has been finalized (check 'vscode.d.ts') or was abandoned.
2025-04-03 13:03:41.233 [warning] Missing property "modes" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-04-03 13:03:41.233 [warning] Missing property "modes2" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-04-03 13:03:41.233 [warning] Missing property "modes3" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-04-03 13:03:41.233 [warning] Missing property "explicitEnableOrDisable" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-04-03 13:03:41.233 [warning] Missing property "lastBackgroundBugbotAt" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-04-03 13:03:41.234 [warning] Missing property "cppConfig" in oldValue. Filling with value from initValue. Please add a migration if necessary.
2025-04-03 13:03:41.599 [info] Started local extension host with pid 30101.
2025-04-03 13:03:42.207 [info] Placing extension(s) vscodevim.vim on a separate extension host.
2025-04-03 13:03:42.344 [info] Started local extension host with pid 30132.
2025-04-03 13:03:42.931 [error] [Extension Host] (node:30101) ExperimentalWarning: Use `importAttributes` instead of `importAssertions`
(Use `exe --trace-warnings ...` to show where the warning was created)
2025-04-03 13:03:43.256 [error] [Extension Host] (node:30132) ExperimentalWarning: Use `importAttributes` instead of `importAssertions`
(Use `exe --trace-warnings ...` to show where the warning was created)
2025-04-03 13:03:44.416 [error] ENOENT: no such file or directory, open '/home/aj/.config/Cursor/User/globalStorage/vscodevim.vim/.registers': Error: ENOENT: no such file or directory, open '/home/aj/.config/Cursor/User/globalStorage/vscodevim.vim/.registers' ENOENT: no such file or directory, open '/home/aj/.config/Cursor/User/globalStorage/vscodevim.vim/.registers'
2025-04-03 13:03:44.609 [info] [perf] Render performance baseline is 22ms
2025-04-03 13:03:44.727 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2404:131870)
    at async Object.getDefaultModelNudgeData (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:98:15147)
    at async c3t.performDefaultModelRequest (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:593:38078) [unauthenticated] Error
2025-04-03 13:03:44.733 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2404:131870)
    at async Object.availableModels (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:98:15147)
    at async eEi.keepCppModelStateUpdated (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:4971:11402)
    at async eEi.loadCppConfigIncludingHandlingProAccess (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:4986:1027) [unauthenticated] Error
2025-04-03 13:04:10.940 [error] Cannot read the extension from /home/aj/.cursor/extensions/vscodevim.vim-1.29.0: ScanningExtension: Cannot read the extension from /home/aj/.cursor/extensions/vscodevim.vim-1.29.0
    at ou.scanLocalExtension (file:///home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/code/electron-utility/sharedProcess/sharedProcessMain.js:90:74902) Cannot read the extension from /home/aj/.cursor/extensions/vscodevim.vim-1.29.0
2025-04-03 13:04:11.064 [error] [unauthenticated] Error: ConnectError: [unauthenticated] Error
    at t (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:2404:131870)
    at async Object.getEmail (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:98:15147)
    at async MQe.getEmailAndSignUpType (vscode-file://vscode-app/home/aj/Apps/cursor/squashfs-root/usr/share/cursor/resources/app/out/vs/workbench/workbench.desktop.main.js:98:138295) [unauthenticated] Error
2025-04-03 13:04:15.576 [info] Starting polling for login
2025-04-03 13:04:18.442 [info] Beginning of Login Poll
2025-04-03 13:04:18.446 [info] Beginning of Login Poll
2025-04-03 13:04:18.447 [info] Beginning of Login Poll
2025-04-03 13:04:18.447 [info] Beginning of Login Poll
2025-04-03 13:04:18.447 [info] Beginning of Login Poll
2025-04-03 13:04:18.447 [info] Beginning of Login Poll
2025-04-03 13:04:18.448 [info] Beginning of Login Poll
2025-04-03 13:04:18.448 [info] Beginning of Login Poll
2025-04-03 13:04:18.449 [info] Beginning of Login Poll
2025-04-03 13:04:18.449 [info] Beginning of Login Poll
2025-04-03 13:04:18.449 [info] Beginning of Login Poll
2025-04-03 13:04:18.449 [info] Beginning of Login Poll
2025-04-03 13:04:18.450 [info] Beginning of Login Poll
2025-04-03 13:04:18.450 [info] Beginning of Login Poll
2025-04-03 13:04:18.529 [info] Got login result 404
2025-04-03 13:04:18.556 [info] Got login result 404
2025-04-03 13:04:18.576 [info] Beginning of Login Poll
2025-04-03 13:04:18.586 [info] Got login result 404
2025-04-03 13:04:18.616 [info] Got login result 404
2025-04-03 13:04:18.644 [info] Got login result 404
2025-04-03 13:04:18.673 [info] Got login result 404
2025-04-03 13:04:18.702 [info] Got login result 404
2025-04-03 13:04:18.730 [info] Got login result 404
2025-04-03 13:04:18.763 [info] Got login result 404
2025-04-03 13:04:18.777 [info] Beginning of Login Poll
2025-04-03 13:04:18.794 [info] Got login result 404
2025-04-03 13:04:18.822 [info] Got login result 404
2025-04-03 13:04:18.850 [info] Got login result 404
2025-04-03 13:04:18.879 [info] Got login result 404
2025-04-03 13:04:18.908 [info] Got login result 404
2025-04-03 13:04:18.938 [info] Got login result 404
2025-04-03 13:04:18.967 [info] Got login result 404
2025-04-03 13:04:18.976 [info] Beginning of Login Poll
2025-04-03 13:04:19.010 [info] Got login result 404
2025-04-03 13:04:19.179 [info] Beginning of Login Poll
2025-04-03 13:04:19.212 [info] Got login result 404
2025-04-03 13:04:19.377 [info] Beginning of Login Poll
2025-04-03 13:04:19.416 [info] Got login result 404
2025-04-03 13:04:19.577 [info] Beginning of Login Poll
2025-04-03 13:04:19.614 [info] Got login result 404
2025-04-03 13:04:19.776 [info] Beginning of Login Poll
2025-04-03 13:04:19.809 [info] Got login result 404
2025-04-03 13:04:19.976 [info] Beginning of Login Poll
2025-04-03 13:04:20.009 [info] Got login result 404
2025-04-03 13:04:20.176 [info] Beginning of Login Poll
2025-04-03 13:04:20.208 [info] Got login result 404
2025-04-03 13:04:20.377 [info] Beginning of Login Poll
2025-04-03 13:04:20.413 [info] Got login result 404
2025-04-03 13:04:20.576 [info] Beginning of Login Poll
2025-04-03 13:04:20.609 [info] Got login result 404
2025-04-03 13:04:20.777 [info] Beginning of Login Poll
2025-04-03 13:04:20.814 [info] Got login result 404
2025-04-03 13:04:20.976 [info] Beginning of Login Poll
2025-04-03 13:04:21.009 [info] Got login result 404
2025-04-03 13:04:21.177 [info] Beginning of Login Poll
2025-04-03 13:04:21.215 [info] Got login result 404
2025-04-03 13:04:21.377 [info] Beginning of Login Poll
2025-04-03 13:04:21.415 [info] Got login result 404
2025-04-03 13:04:21.576 [info] Beginning of Login Poll
2025-04-03 13:04:21.620 [info] Got login result 404
2025-04-03 13:04:21.777 [info] Beginning of Login Poll
2025-04-03 13:04:21.815 [info] Got login result 404
2025-04-03 13:04:21.977 [info] Beginning of Login Poll
2025-04-03 13:04:22.013 [info] Got login result 404
2025-04-03 13:04:22.177 [info] Beginning of Login Poll
2025-04-03 13:04:22.215 [info] Got login result 404
2025-04-03 13:04:22.376 [info] Beginning of Login Poll
2025-04-03 13:04:22.410 [info] Got login result 404
2025-04-03 13:04:22.577 [info] Beginning of Login Poll
2025-04-03 13:04:22.615 [info] Got login result 404
2025-04-03 13:04:22.777 [info] Beginning of Login Poll
2025-04-03 13:04:22.816 [info] Got login result 404
2025-04-03 13:04:22.978 [info] Beginning of Login Poll
2025-04-03 13:04:23.017 [info] Got login result 404
2025-04-03 13:04:23.178 [info] Beginning of Login Poll
2025-04-03 13:04:23.218 [info] Got login result 404
2025-04-03 13:04:23.377 [info] Beginning of Login Poll
2025-04-03 13:04:23.416 [info] Got login result 404
2025-04-03 13:04:23.577 [info] Beginning of Login Poll
2025-04-03 13:04:23.616 [info] Got login result 404
2025-04-03 13:04:23.776 [info] Beginning of Login Poll
2025-04-03 13:04:23.809 [info] Got login result 404
2025-04-03 13:04:23.978 [info] Beginning of Login Poll
2025-04-03 13:04:24.016 [info] Got login result 404
2025-04-03 13:04:24.178 [info] Beginning of Login Poll
2025-04-03 13:04:24.216 [info] Got login result 404
2025-04-03 13:04:24.377 [info] Beginning of Login Poll
2025-04-03 13:04:24.417 [info] Got login result 404
2025-04-03 13:04:24.577 [info] Beginning of Login Poll
2025-04-03 13:04:24.615 [info] Got login result 404
2025-04-03 13:04:24.777 [info] Beginning of Login Poll
2025-04-03 13:04:24.818 [info] Got login result 404
2025-04-03 13:04:24.977 [info] Beginning of Login Poll
2025-04-03 13:04:25.017 [info] Got login result 404
2025-04-03 13:04:25.181 [info] Beginning of Login Poll
2025-04-03 13:04:25.218 [info] Got login result 404
2025-04-03 13:04:25.377 [info] Beginning of Login Poll
2025-04-03 13:04:25.417 [info] Got login result 404
2025-04-03 13:04:25.578 [info] Beginning of Login Poll
2025-04-03 13:04:25.616 [info] Got login result 404
2025-04-03 13:04:25.777 [info] Beginning of Login Poll
2025-04-03 13:04:25.816 [info] Got login result 404
2025-04-03 13:04:25.977 [info] Beginning of Login Poll
2025-04-03 13:04:26.015 [info] Got login result 404
2025-04-03 13:04:26.177 [info] Beginning of Login Poll
2025-04-03 13:04:26.218 [info] Got login result 404
2025-04-03 13:04:26.377 [info] Beginning of Login Poll
2025-04-03 13:04:26.417 [info] Got login result 404
2025-04-03 13:04:26.577 [info] Beginning of Login Poll
2025-04-03 13:04:26.616 [info] Got login result 404
2025-04-03 13:04:26.777 [info] Beginning of Login Poll
2025-04-03 13:04:26.816 [info] Got login result 404
2025-04-03 13:04:26.978 [info] Beginning of Login Poll
2025-04-03 13:04:27.015 [info] Got login result 404
2025-04-03 13:04:27.178 [info] Beginning of Login Poll
2025-04-03 13:04:27.217 [info] Got login result 404
2025-04-03 13:04:27.377 [info] Beginning of Login Poll
